year,PHU,metric,popw_mean
2013,Peel Public Health,NO2_3h,15.374107360839844
2013,Lambton Public Health,NO2_3h,14.930572509765625
2013,Wellington-Dufferin-Guelph Health Unit,NO2_3h,15.111907005310059
2013,Brant County Health Unit,NO2_3h,15.143484115600586
2013,Middlesex-London Health Unit,NO2_3h,14.89529800415039
2013,Sudbury and District Health Unit,NO2_3h,14.234976768493652
2013,"Haliburton, Kawartha, Pine Ridge District Health Unit",NO2_3h,14.800936698913574
2013,Niagara Region Public Health Department,NO2_3h,15.309530258178711
2013,Chatham-Kent Health Unit,NO2_3h,14.933180809020996
2013,"Kingston, Frontenac and Lennox and Addington Health Unit",NO2_3h,14.438909530639648
2013,Windsor-Essex County Health Unit,NO2_3h,15.00047779083252
2013,Peterborough Public Health,NO2_3h,14.76710033416748
2013,Grey Bruce Health Unit,NO2_3h,14.667972564697266
2013,Eastern Ontario Health Unit,NO2_3h,14.249396324157715
2013,North Bay Parry Sound District Health Unit,NO2_3h,14.297995567321777
2013,Ottawa Public Health,NO2_3h,14.266335487365723
2013,"Leeds, Grenville and Lanark District Health Unit",NO2_3h,14.331727027893066
2013,Northwestern Health Unit,NO2_3h,14.256632804870605
2013,Haldimand-Norfolk Health Unit,NO2_3h,15.148041725158691
2013,Timiskaming Health Unit,NO2_3h,14.13155746459961
2013,Renfrew County and District Health Unit,NO2_3h,14.305464744567871
2013,Toronto Public Health,NO2_3h,15.391792297363281
2013,Halton Region Health Department,NO2_3h,15.366000175476074
2013,Hastings and Prince Edward Counties Health Unit,NO2_3h,14.60306167602539
2013,Simcoe Muskoka District Health Unit,NO2_3h,14.86863899230957
2013,Durham Region Health Department,NO2_3h,15.146383285522461
2013,Porcupine Health Unit,NO2_3h,14.085641860961914
2013,Algoma Public Health Unit,NO2_3h,14.208149909973145
2013,York Region Public Health,NO2_8h,12.02433967590332
2013,Huron Perth Health Unit,NO2_8h,11.679930686950684
2013,"Region of Waterloo, Public Health",NO2_8h,11.886982917785645
2013,Southwestern Public Health,NO2_8h,11.812066078186035
2013,Hamilton Public Health Services,NO2_8h,12.095096588134766
2013,Thunder Bay District Health Unit,NO2_8h,11.026166915893555
2013,Peel Public Health,NO2_8h,12.119282722473145
2013,Lambton Public Health,NO2_8h,11.769229888916016
2013,Wellington-Dufferin-Guelph Health Unit,NO2_8h,11.903727531433105
2013,Brant County Health Unit,NO2_8h,11.94636344909668
2013,Middlesex-London Health Unit,NO2_8h,11.742756843566895
2013,Sudbury and District Health Unit,NO2_8h,11.083648681640625
2013,"Haliburton, Kawartha, Pine Ridge District Health Unit",NO2_8h,11.612883567810059
2013,Niagara Region Public Health Department,NO2_8h,12.074274063110352
2013,Chatham-Kent Health Unit,NO2_8h,11.774044036865234
2013,"Kingston, Frontenac and Lennox and Addington Health Unit",NO2_8h,11.310502052307129
2013,Windsor-Essex County Health Unit,NO2_8h,11.825519561767578
2013,Peterborough Public Health,NO2_8h,11.583551406860352
2013,Grey Bruce Health Unit,NO2_8h,11.514615058898926
2013,Eastern Ontario Health Unit,NO2_8h,11.12133502960205
2013,North Bay Parry Sound District Health Unit,NO2_8h,11.14396858215332
2013,Ottawa Public Health,NO2_8h,11.13215160369873
2013,"Leeds, Grenville and Lanark District Health Unit",NO2_8h,11.202421188354492
2013,Northwestern Health Unit,NO2_8h,11.04031753540039
2013,Haldimand-Norfolk Health Unit,NO2_8h,11.953465461730957
2013,Timiskaming Health Unit,NO2_8h,10.97752857208252
2013,Renfrew County and District Health Unit,NO2_8h,11.161967277526855
2013,Toronto Public Health,NO2_8h,12.130681991577148
2013,Halton Region Health Department,NO2_8h,12.11937427520752
2013,Hastings and Prince Edward Counties Health Unit,NO2_8h,11.445651054382324
2013,Simcoe Muskoka District Health Unit,NO2_8h,11.669392585754395
2013,Durham Region Health Department,NO2_8h,11.915897369384766
2013,Porcupine Health Unit,NO2_8h,10.921998977661133
2013,Algoma Public Health Unit,NO2_8h,11.049968719482422
2013,York Region Public Health,O3_3h,37.8691291809082
2013,Huron Perth Health Unit,O3_3h,38.270545959472656
2013,"Region of Waterloo, Public Health",O3_3h,38.19400405883789
2013,Southwestern Public Health,O3_3h,38.3719482421875
2013,Hamilton Public Health Services,O3_3h,38.11354064941406
2013,Thunder Bay District Health Unit,O3_3h,37.360633850097656
2013,Peel Public Health,O3_3h,37.970054626464844
2013,Lambton Public Health,O3_3h,38.47193908691406
2013,Wellington-Dufferin-Guelph Health Unit,O3_3h,38.090843200683594
2013,Brant County Health Unit,O3_3h,38.2313117980957
2013,Middlesex-London Health Unit,O3_3h,38.40711212158203
2013,Sudbury and District Health Unit,O3_3h,37.562618255615234
2013,"Haliburton, Kawartha, Pine Ridge District Health Unit",O3_3h,37.70698547363281
2013,Niagara Region Public Health Department,O3_3h,38.037723541259766
2013,Chatham-Kent Health Unit,O3_3h,38.47865295410156
2013,"Kingston, Frontenac and Lennox and Addington Health Unit",O3_3h,37.54587936401367
2013,Windsor-Essex County Health Unit,O3_3h,38.46995162963867
2013,Peterborough Public Health,O3_3h,37.69180679321289
2013,Grey Bruce Health Unit,O3_3h,38.02602767944336
2013,Eastern Ontario Health Unit,O3_3h,37.311466217041016
2013,North Bay Parry Sound District Health Unit,O3_3h,37.52540588378906
2013,Ottawa Public Health,O3_3h,37.31284713745117
2013,"Leeds, Grenville and Lanark District Health Unit",O3_3h,37.4132194519043
2013,Northwestern Health Unit,O3_3h,37.301414489746094
2013,Haldimand-Norfolk Health Unit,O3_3h,38.25942611694336
2013,Timiskaming Health Unit,O3_3h,37.31575393676758
2013,Renfrew County and District Health Unit,O3_3h,37.37393569946289
2013,Toronto Public Health,O3_3h,37.891448974609375
2013,Halton Region Health Department,O3_3h,38.041446685791016
2013,Hastings and Prince Edward Counties Health Unit,O3_3h,37.63251495361328
2013,Simcoe Muskoka District Health Unit,O3_3h,37.81863784790039
2013,Durham Region Health Department,O3_3h,37.8129768371582
2013,Porcupine Health Unit,O3_3h,37.23357009887695
2013,Algoma Public Health Unit,O3_3h,37.673606872558594
2013,York Region Public Health,O3_8h,35.31983184814453
2013,Huron Perth Health Unit,O3_8h,35.72801971435547
2013,"Region of Waterloo, Public Health",O3_8h,35.62799835205078
2013,Southwestern Public Health,O3_8h,35.79916000366211
2013,Hamilton Public Health Services,O3_8h,35.527137756347656
2013,Thunder Bay District Health Unit,O3_8h,35.163570404052734
2013,Peel Public Health,O3_8h,35.39823913574219
2013,Lambton Public Health,O3_8h,35.9025764465332
2013,Wellington-Dufferin-Guelph Health Unit,O3_8h,35.53544616699219
2013,Brant County Health Unit,O3_8h,35.65147399902344
2013,Middlesex-London Health Unit,O3_8h,35.84131622314453
2013,Sudbury and District Health Unit,O3_8h,35.2202033996582
2013,"Haliburton, Kawartha, Pine Ridge District Health Unit",O3_8h,35.222782135009766
2013,Niagara Region Public Health Department,O3_8h,35.4574089050293
2013,Chatham-Kent Health Unit,O3_8h,35.90530014038086
2013,"Kingston, Frontenac and Lennox and Addington Health Unit",O3_8h,35.112430572509766
2013,Windsor-Essex County Health Unit,O3_8h,35.899200439453125
2013,Peterborough Public Health,O3_8h,35.211185455322266
2013,Grey Bruce Health Unit,O3_8h,35.5380859375
2013,Eastern Ontario Health Unit,O3_8h,34.93333435058594
2013,North Bay Parry Sound District Health Unit,O3_8h,35.157466888427734
2013,Ottawa Public Health,O3_8h,34.935264587402344
2013,"Leeds, Grenville and Lanark District Health Unit",O3_8h,35.011924743652344
2013,Northwestern Health Unit,O3_8h,35.161781311035156
2013,Haldimand-Norfolk Health Unit,O3_8h,35.67494201660156
2013,Timiskaming Health Unit,O3_8h,35.026458740234375
2013,Renfrew County and District Health Unit,O3_8h,34.998924255371094
2013,Toronto Public Health,O3_8h,35.32538986206055
2013,Halton Region Health Department,O3_8h,35.46089553833008
2013,Hastings and Prince Edward Counties Health Unit,O3_8h,35.172760009765625
2013,Simcoe Muskoka District Health Unit,O3_8h,35.32789993286133
2013,Durham Region Health Department,O3_8h,35.278114318847656
2013,Porcupine Health Unit,O3_8h,35.000518798828125
2013,Algoma Public Health Unit,O3_8h,35.3570556640625
2014,York Region Public Health,PM25_3h,13.338632583618164
2014,Huron Perth Health Unit,PM25_3h,13.541874885559082
2014,"Region of Waterloo, Public Health",PM25_3h,13.576578140258789
2014,Southwestern Public Health,PM25_3h,13.700599670410156
2014,Hamilton Public Health Services,PM25_3h,13.6421480178833
2014,Thunder Bay District Health Unit,PM25_3h,12.71249771118164
2014,Peel Public Health,PM25_3h,13.489645004272461
2014,Lambton Public Health,PM25_3h,13.794049263000488
2014,Wellington-Dufferin-Guelph Health Unit,PM25_3h,13.488899230957031
2014,Brant County Health Unit,PM25_3h,13.665023803710938
2014,Middlesex-London Health Unit,PM25_3h,13.696412086486816
2014,Sudbury and District Health Unit,PM25_3h,12.597301483154297
2014,"Haliburton, Kawartha, Pine Ridge District Health Unit",PM25_3h,12.972984313964844
2014,Niagara Region Public Health Department,PM25_3h,13.533646583557129
2014,Chatham-Kent Health Unit,PM25_3h,13.7962007522583
2014,"Kingston, Frontenac and Lennox and Addington Health Unit",PM25_3h,12.729753494262695
2014,Windsor-Essex County Health Unit,PM25_3h,13.828146934509277
2014,Peterborough Public Health,PM25_3h,12.94608211517334
2014,Grey Bruce Health Unit,PM25_3h,13.22364616394043
2014,Eastern Ontario Health Unit,PM25_3h,12.441848754882813
2014,North Bay Parry Sound District Health Unit,PM25_3h,12.526103973388672
2014,Ottawa Public Health,PM25_3h,12.429012298583984
2014,"Leeds, Grenville and Lanark District Health Unit",PM25_3h,12.553503036499023
2014,Northwestern Health Unit,PM25_3h,12.73592758178711
2014,Haldimand-Norfolk Health Unit,PM25_3h,13.691263198852539
2014,Timiskaming Health Unit,PM25_3h,12.356698036193848
2014,Renfrew County and District Health Unit,PM25_3h,12.426809310913086
2014,Toronto Public Health,PM25_3h,13.417381286621094
2014,Halton Region Health Department,PM25_3h,13.569700241088867
2014,Hastings and Prince Edward Counties Health Unit,PM25_3h,12.840612411499023
2014,Simcoe Muskoka District Health Unit,PM25_3h,13.091155052185059
2014,Durham Region Health Department,PM25_3h,13.237727165222168
2014,Porcupine Health Unit,PM25_3h,12.383119583129883
2014,Algoma Public Health Unit,PM25_3h,12.788320541381836
2014,York Region Public Health,PM25_8h,10.946319580078125
2014,Huron Perth Health Unit,PM25_8h,11.096571922302246
2014,"Region of Waterloo, Public Health",PM25_8h,11.1264066696167
2014,Southwestern Public Health,PM25_8h,11.235466003417969
2014,Hamilton Public Health Services,PM25_8h,11.194866180419922
2014,Thunder Bay District Health Unit,PM25_8h,10.361371994018555
2014,Peel Public Health,PM25_8h,11.069514274597168
2014,Lambton Public Health,PM25_8h,11.319840431213379
2014,Wellington-Dufferin-Guelph Health Unit,PM25_8h,11.057031631469727
2014,Brant County Health Unit,PM25_8h,11.206543922424316
2014,Middlesex-London Health Unit,PM25_8h,11.230939865112305
2014,Sudbury and District Health Unit,PM25_8h,10.298683166503906
2014,"Haliburton, Kawartha, Pine Ridge District Health Unit",PM25_8h,10.64947509765625
2014,Niagara Region Public Health Department,PM25_8h,11.118265151977539
2014,Chatham-Kent Health Unit,PM25_8h,11.322222709655762
2014,"Kingston, Frontenac and Lennox and Addington Health Unit",PM25_8h,10.460772514343262
2014,Windsor-Essex County Health Unit,PM25_8h,11.350787162780762
2014,Peterborough Public Health,PM25_8h,10.627962112426758
2014,Grey Bruce Health Unit,PM25_8h,10.831393241882324
2014,Eastern Ontario Health Unit,PM25_8h,10.224921226501465
2014,North Bay Parry Sound District Health Unit,PM25_8h,10.256616592407227
2014,Ottawa Public Health,PM25_8h,10.21353530883789
2014,"Leeds, Grenville and Lanark District Health Unit",PM25_8h,10.316169738769531
2014,Northwestern Health Unit,PM25_8h,10.381987571716309
2014,Haldimand-Norfolk Health Unit,PM25_8h,11.234824180603027
2014,Timiskaming Health Unit,PM25_8h,10.106128692626953
2014,Renfrew County and District Health Unit,PM25_8h,10.200498580932617
2014,Toronto Public Health,PM25_8h,11.014708518981934
2014,Halton Region Health Department,PM25_8h,11.135255813598633
2014,Hastings and Prince Edward Counties Health Unit,PM25_8h,10.547743797302246
2014,Simcoe Muskoka District Health Unit,PM25_8h,10.732575416564941
2014,Durham Region Health Department,PM25_8h,10.867992401123047
2014,Porcupine Health Unit,PM25_8h,10.114057540893555
2014,Algoma Public Health Unit,PM25_8h,10.438268661499023
2014,York Region Public Health,NO2_3h,15.719083786010742
2014,Huron Perth Health Unit,NO2_3h,15.307051658630371
2014,"Region of Waterloo, Public Health",NO2_3h,15.530702590942383
2014,Southwestern Public Health,NO2_3h,15.43336009979248
2014,Hamilton Public Health Services,NO2_3h,15.752748489379883
2014,Thunder Bay District Health Unit,NO2_3h,14.814614295959473
2014,Peel Public Health,NO2_3h,15.814882278442383
2014,Lambton Public Health,NO2_3h,15.472265243530273
2014,Wellington-Dufferin-Guelph Health Unit,NO2_3h,15.564459800720215
2014,Brant County Health Unit,NO2_3h,15.582688331604004
2014,Middlesex-London Health Unit,NO2_3h,15.363875389099121
2014,Sudbury and District Health Unit,NO2_3h,14.690722465515137
2014,"Haliburton, Kawartha, Pine Ridge District Health Unit",NO2_3h,15.226015090942383
2014,Niagara Region Public Health Department,NO2_3h,15.727313041687012
2014,Chatham-Kent Health Unit,NO2_3h,15.459593772888184
2014,"Kingston, Frontenac and Lennox and Addington Health Unit",NO2_3h,14.834176063537598
2014,Windsor-Essex County Health Unit,NO2_3h,15.565034866333008
2014,Peterborough Public Health,NO2_3h,15.190740585327148
2014,Grey Bruce Health Unit,NO2_3h,15.147795677185059
2014,Eastern Ontario Health Unit,NO2_3h,14.547513008117676
2014,North Bay Parry Sound District Health Unit,NO2_3h,14.71554946899414
2014,Ottawa Public Health,NO2_3h,14.569207191467285
2014,"Leeds, Grenville and Lanark District Health Unit",NO2_3h,14.673155784606934
2014,Northwestern Health Unit,NO2_3h,14.835620880126953
2014,Haldimand-Norfolk Health Unit,NO2_3h,15.581342697143555
2014,Timiskaming Health Unit,NO2_3h,14.54550552368164
2014,Renfrew County and District Health Unit,NO2_3h,14.657341957092285
2014,Toronto Public Health,NO2_3h,15.833361625671387
2014,Halton Region Health Department,NO2_3h,15.795722961425781
2014,Hastings and Prince Edward Counties Health Unit,NO2_3h,15.007793426513672
2014,Simcoe Muskoka District Health Unit,NO2_3h,15.32051944732666
2014,Durham Region Health Department,NO2_3h,15.58652400970459
2014,Porcupine Health Unit,NO2_3h,14.535855293273926
2014,Algoma Public Health Unit,NO2_3h,14.731917381286621
2014,York Region Public Health,NO2_8h,12.287257194519043
2014,Huron Perth Health Unit,NO2_8h,11.989178657531738
2014,"Region of Waterloo, Public Health",NO2_8h,12.16967487335205
2014,Southwestern Public Health,NO2_8h,12.111222267150879
2014,Hamilton Public Health Services,NO2_8h,12.350150108337402
2014,Thunder Bay District Health Unit,NO2_8h,11.42689037322998
2014,Peel Public Health,NO2_8h,12.381712913513184
2014,Lambton Public Health,NO2_8h,12.145545959472656
2014,Wellington-Dufferin-Guelph Health Unit,NO2_8h,12.18362045288086
2014,Brant County Health Unit,NO2_8h,12.220510482788086
2014,Middlesex-London Health Unit,NO2_8h,12.05551528930664
2014,Sudbury and District Health Unit,NO2_8h,11.367100715637207
2014,"Haliburton, Kawartha, Pine Ridge District Health Unit",NO2_8h,11.845847129821777
2014,Niagara Region Public Health Department,NO2_8h,12.315925598144531
2014,Chatham-Kent Health Unit,NO2_8h,12.138191223144531
2014,"Kingston, Frontenac and Lennox and Addington Health Unit",NO2_8h,11.49544906616211
2014,Windsor-Essex County Health Unit,NO2_8h,12.2197265625
2014,Peterborough Public Health,NO2_8h,11.814423561096191
2014,Grey Bruce Health Unit,NO2_8h,11.821195602416992
2014,Eastern Ontario Health Unit,NO2_8h,11.235814094543457
2014,North Bay Parry Sound District Health Unit,NO2_8h,11.386703491210938
2014,Ottawa Public Health,NO2_8h,11.253318786621094
2014,"Leeds, Grenville and Lanark District Health Unit",NO2_8h,11.34908676147461
2014,Northwestern Health Unit,NO2_8h,11.445950508117676
2014,Haldimand-Norfolk Health Unit,NO2_8h,12.223769187927246
2014,Timiskaming Health Unit,NO2_8h,11.219720840454102
2014,Renfrew County and District Health Unit,NO2_8h,11.329874992370605
2014,Toronto Public Health,NO2_8h,12.389253616333008
2014,Halton Region Health Department,NO2_8h,12.375346183776855
2014,Hastings and Prince Edward Counties Health Unit,NO2_8h,11.650276184082031
2014,Simcoe Muskoka District Health Unit,NO2_8h,11.938006401062012
2014,Durham Region Health Department,NO2_8h,12.16744327545166
2014,Porcupine Health Unit,NO2_8h,11.200597763061523
2014,Algoma Public Health Unit,NO2_8h,11.401398658752441
2014,York Region Public Health,O3_3h,37.62430953979492
2014,Huron Perth Health Unit,O3_3h,37.97166061401367
2014,"Region of Waterloo, Public Health",O3_3h,37.92525100708008
2014,Southwestern Public Health,O3_3h,38.10761642456055
2014,Hamilton Public Health Services,O3_3h,37.87147521972656
2014,Thunder Bay District Health Unit,O3_3h,36.64548873901367
2014,Peel Public Health,O3_3h,37.72005844116211
2014,Lambton Public Health,O3_3h,38.19400405883789
2014,Wellington-Dufferin-Guelph Health Unit,O3_3h,37.817752838134766
2014,Brant County Health Unit,O3_3h,37.98194122314453
2014,Middlesex-London Health Unit,O3_3h,38.12948226928711
2014,Sudbury and District Health Unit,O3_3h,37.11625671386719
2014,"Haliburton, Kawartha, Pine Ridge District Health Unit",O3_3h,37.488563537597656
2014,Niagara Region Public Health Department,O3_3h,37.82265090942383
2014,Chatham-Kent Health Unit,O3_3h,38.207584381103516
2014,"Kingston, Frontenac and Lennox and Addington Health Unit",O3_3h,37.39919662475586
2014,Windsor-Essex County Health Unit,O3_3h,38.19533157348633
2014,Peterborough Public Health,O3_3h,37.479576110839844
2014,Grey Bruce Health Unit,O3_3h,37.696189880371094
2014,Eastern Ontario Health Unit,O3_3h,37.09573745727539
2014,North Bay Parry Sound District Health Unit,O3_3h,37.14689254760742
2014,Ottawa Public Health,O3_3h,37.0851936340332
2014,"Leeds, Grenville and Lanark District Health Unit",O3_3h,37.22325897216797
2014,Northwestern Health Unit,O3_3h,36.5619010925293
2014,Haldimand-Norfolk Health Unit,O3_3h,38.02192687988281
2014,Timiskaming Health Unit,O3_3h,36.86045837402344
2014,Renfrew County and District Health Unit,O3_3h,37.101444244384766
2014,Toronto Public Health,O3_3h,37.652549743652344
2014,Halton Region Health Department,O3_3h,37.79349899291992
2014,Hastings and Prince Edward Counties Health Unit,O3_3h,37.45454406738281
2014,Simcoe Muskoka District Health Unit,O3_3h,37.53593826293945
2014,Durham Region Health Department,O3_3h,37.58916473388672
2014,Porcupine Health Unit,O3_3h,36.6974983215332
2014,Algoma Public Health Unit,O3_3h,37.15963363647461
2014,York Region Public Health,O3_8h,35.007999420166016
2014,Huron Perth Health Unit,O3_8h,35.366363525390625
2014,"Region of Waterloo, Public Health",O3_8h,35.29209899902344
2014,Southwestern Public Health,O3_8h,35.467491149902344
2014,Hamilton Public Health Services,O3_8h,35.214378356933594
2014,Thunder Bay District Health Unit,O3_8h,34.431434631347656
2014,Peel Public Health,O3_8h,35.080711364746094
2014,Lambton Public Health,O3_8h,35.56644821166992
2014,Wellington-Dufferin-Guelph Health Unit,O3_8h,35.19644546508789
2014,Brant County Health Unit,O3_8h,35.3321647644043
2014,Middlesex-London Health Unit,O3_8h,35.498626708984375
2014,Sudbury and District Health Unit,O3_8h,34.725006103515625
2014,"Haliburton, Kawartha, Pine Ridge District Health Unit",O3_8h,34.93012237548828
2014,Niagara Region Public Health Department,O3_8h,35.168548583984375
2014,Chatham-Kent Health Unit,O3_8h,35.57403564453125
2014,"Kingston, Frontenac and Lennox and Addington Health Unit",O3_8h,34.87193298339844
2014,Windsor-Essex County Health Unit,O3_8h,35.568973541259766
2014,Peterborough Public Health,O3_8h,34.92412185668945
2014,Grey Bruce Health Unit,O3_8h,35.1490592956543
2014,Eastern Ontario Health Unit,O3_8h,34.629425048828125
2014,North Bay Parry Sound District Health Unit,O3_8h,34.720523834228516
2014,Ottawa Public Health,O3_8h,34.62081527709961
2014,"Leeds, Grenville and Lanark District Health Unit",O3_8h,34.731422424316406
2014,Northwestern Health Unit,O3_8h,34.41425704956055
2014,Haldimand-Norfolk Health Unit,O3_8h,35.36614990234375
2014,Timiskaming Health Unit,O3_8h,34.52018356323242
2014,Renfrew County and District Health Unit,O3_8h,34.64878463745117
2014,Toronto Public Health,O3_8h,35.0186882019043
2014,Halton Region Health Department,O3_8h,35.143882751464844
2014,Hastings and Prince Edward Counties Health Unit,O3_8h,34.91135787963867
2014,Simcoe Muskoka District Health Unit,O3_8h,34.98092269897461
2014,Durham Region Health Department,O3_8h,34.98374557495117
2014,Porcupine Health Unit,O3_8h,34.42438888549805
2014,Algoma Public Health Unit,O3_8h,34.806854248046875
2015,York Region Public Health,PM25_3h,13.104979515075684
2015,Huron Perth Health Unit,PM25_3h,13.249424934387207
2015,"Region of Waterloo, Public Health",PM25_3h,13.329379081726074
2015,Southwestern Public Health,PM25_3h,13.388660430908203
2015,Hamilton Public Health Services,PM25_3h,13.385193824768066
2015,Thunder Bay District Health Unit,PM25_3h,12.308794975280762
2015,Peel Public Health,PM25_3h,13.247443199157715
2015,Lambton Public Health,PM25_3h,13.396629333496094
2015,Wellington-Dufferin-Guelph Health Unit,PM25_3h,13.244834899902344
2015,Brant County Health Unit,PM25_3h,13.39551067352295
2015,Middlesex-London Health Unit,PM25_3h,13.365371704101563
2015,Sudbury and District Health Unit,PM25_3h,12.37598991394043
2015,"Haliburton, Kawartha, Pine Ridge District Health Unit",PM25_3h,12.767476081848145
2015,Niagara Region Public Health Department,PM25_3h,13.298602104187012
2015,Chatham-Kent Health Unit,PM25_3h,13.406875610351563
2015,"Kingston, Frontenac and Lennox and Addington Health Unit",PM25_3h,12.541359901428223
2015,Windsor-Essex County Health Unit,PM25_3h,13.415974617004395
2015,Peterborough Public Health,PM25_3h,12.743016242980957
2015,Grey Bruce Health Unit,PM25_3h,12.966780662536621
2015,Eastern Ontario Health Unit,PM25_3h,12.286844253540039
2015,North Bay Parry Sound District Health Unit,PM25_3h,12.331148147583008
2015,Ottawa Public Health,PM25_3h,12.267987251281738
2015,"Leeds, Grenville and Lanark District Health Unit",PM25_3h,12.383772850036621
2015,Northwestern Health Unit,PM25_3h,12.322341918945313
2015,Haldimand-Norfolk Health Unit,PM25_3h,13.407881736755371
2015,Timiskaming Health Unit,PM25_3h,12.150739669799805
2015,Renfrew County and District Health Unit,PM25_3h,12.253442764282227
2015,Toronto Public Health,PM25_3h,13.179862022399902
2015,Halton Region Health Department,PM25_3h,13.32293701171875
2015,Hastings and Prince Edward Counties Health Unit,PM25_3h,12.645902633666992
2015,Simcoe Muskoka District Health Unit,PM25_3h,12.868534088134766
2015,Durham Region Health Department,PM25_3h,13.014104843139648
2015,Porcupine Health Unit,PM25_3h,12.134896278381348
2015,Algoma Public Health Unit,PM25_3h,12.477714538574219
2015,York Region Public Health,PM25_8h,10.799308776855469
